1	2.2204460e-16	2.2204460e-16
2	0.0000000e+00	4.4408921e-16
3	3.3306691e-16	2.2204460e-16
4	4.4408921e-16	0.0000000e+00
5	6.6613381e-16	6.6613381e-16
6	2.2204460e-16	6.6613381e-16
7	2.2204460e-16	6.6613381e-16
8	2.2204460e-16	1.3322676e-15
9	4.4408921e-16	1.5543122e-15
10	4.4408921e-16	4.6629367e-15
11	4.4408921e-16	5.5511151e-15
12	5.5511151e-16	6.4392935e-15
13	7.7715612e-16	8.4376950e-15
14	7.7715612e-16	8.4376950e-15
15	7.7715612e-16	4.8849813e-15
16	7.7715612e-16	1.9984014e-15
17	7.7715612e-16	1.9984014e-15
18	5.5511151e-16	5.1070259e-15
19	7.7715612e-16	2.2204460e-15
20	7.7715612e-16	4.1078252e-15
21	7.7715612e-16	7.5495166e-15
22	8.8817842e-16	9.9920072e-15
23	1.1102230e-15	6.6613381e-15
24	1.1102230e-15	6.4392935e-15
25	1.1102230e-15	5.3290705e-15
26	8.8817842e-16	1.0214052e-14
27	1.1102230e-15	7.7715612e-15
28	1.1102230e-15	4.4408921e-15
29	8.8817842e-16	2.8865799e-15
30	7.7715612e-16	5.5511151e-15
31	8.8817842e-16	6.8833828e-15
32	7.7715612e-16	6.6613381e-15
33	8.8817842e-16	6.1062266e-15
34	8.8817842e-16	5.5511151e-16
35	1.1102230e-15	2.2204460e-15
36	1.4432899e-15	1.1435297e-14
37	1.4432899e-15	1.0769163e-14
38	1.3322676e-15	3.8857806e-15
39	1.3322676e-15	4.2188475e-15
40	1.6653345e-15	3.8857806e-15
41	1.8873791e-15	1.1768364e-14
42	1.8873791e-15	8.8817842e-15
43	1.6653345e-15	1.0547119e-14
44	1.8873791e-15	1.9206858e-14
45	1.8873791e-15	1.4432899e-15
46	1.6653345e-15	5.3290705e-15
47	1.8873791e-15	5.5511151e-15
48	1.8873791e-15	1.4432899e-15
49	1.6653345e-15	1.0103030e-14
50	1.6653345e-15	2.5535130e-14
51	1.8873791e-15	4.1855408e-14
52	1.8873791e-15	2.2759572e-14
53	1.8873791e-15	1.0991208e-14
54	1.4432899e-15	1.5099033e-14
55	1.6653345e-15	8.2156504e-15
56	1.8873791e-15	2.1649349e-14
57	1.6653345e-15	1.9317881e-14
58	1.6653345e-15	2.4424907e-14
59	1.6653345e-15	2.2870594e-14
60	1.6653345e-15	2.9531932e-14
61	1.8873791e-15	2.0206059e-14
62	1.8873791e-15	2.9642955e-14
63	1.8873791e-15	2.9642955e-14
64	1.8873791e-15	2.3869795e-14
65	1.9984014e-15	1.6320278e-14
66	2.2204460e-15	6.2172489e-15
67	2.2204460e-15	3.9968029e-15
68	2.2204460e-15	1.3211654e-14
69	1.9984014e-15	2.9087843e-14
70	2.2204460e-15	4.3520743e-14
71	2.2204460e-15	8.5598195e-14
72	2.3314684e-15	9.6034292e-14
73	2.3314684e-15	9.1593400e-14
74	2.2204460e-15	9.6922470e-14
75	2.2204460e-15	1.1635137e-13
76	2.2204460e-15	1.1557422e-13
77	2.3314684e-15	7.5495166e-14
78	2.3314684e-15	4.6962434e-14
79	2.2204460e-15	6.0729199e-14
80	2.3314684e-15	8.4932061e-14
81	2.2204460e-15	9.0594199e-14
82	2.3314684e-15	9.0816243e-14
83	2.7755576e-15	9.3369756e-14
84	2.8865799e-15	9.8587805e-14
85	3.1086245e-15	1.1668444e-13
86	3.3306691e-15	1.3511414e-13
87	2.8865799e-15	1.3145041e-13
88	2.5535130e-15	1.2601031e-13
89	2.7755576e-15	1.3311574e-13
90	2.7755576e-15	1.2834178e-13
91	2.7755576e-15	1.3200552e-13
92	2.5535130e-15	1.3145041e-13
93	2.5535130e-15	1.3133938e-13
94	2.5535130e-15	1.2367884e-13
95	2.3314684e-15	1.5709656e-13
96	2.3314684e-15	1.6109336e-13
97	2.3314684e-15	1.4355184e-13
98	2.5535130e-15	1.5942803e-13
99	2.5535130e-15	1.4699353e-13
